user_id,age_range,gender
191719,4.0,0.0
391524,5.0,1.0
184971,4.0,0.0
396296,4.0,0.0
39031,4.0,0.0
241618,5.0,0.0
367180,5.0,1.0
108376,6.0,1.0
165673,5.0,1.0
400454,3.0,0.0
416713,4.0,0.0
218674,6.0,1.0
304418,5.0,0.0
134125,4.0,0.0
390917,4.0,1.0
184325,4.0,0.0
132587,5.0,1.0
189497,6.0,1.0
374362,4.0,1.0
367667,5.0,0.0
140115,6.0,0.0
417949,6.0,2.0
331199,3.0,1.0
341974,4.0,0.0
219019,4.0,0.0
382086,4.0,0.0
263051,4.0,0.0
380781,4.0,1.0
296050,4.0,1.0
161041,5.0,0.0
385547,4.0,1.0
165401,6.0,0.0
95642,5.0,1.0
156950,5.0,0.0
263564,5.0,1.0
353630,4.0,0.0
223630,4.0,0.0
423606,4.0,2.0
290031,3.0,0.0
79746,6.0,1.0
414292,5.0,0.0
43798,0.0,0.0
1016,6.0,0.0
371357,4.0,1.0
314724,4.0,0.0
295991,5.0,0.0
206563,5.0,1.0
283482,6.0,1.0
47077,6.0,0.0
67905,4.0,0.0
218130,4.0,1.0
54279,5.0,2.0
113247,3.0,2.0
422771,4.0,1.0
29447,4.0,0.0
93616,4.0,1.0
137517,4.0,0.0
38778,4.0,0.0
408954,5.0,1.0
17139,4.0,1.0
192582,5.0,0.0
191540,6.0,1.0
303362,4.0,1.0
412472,5.0,1.0
93450,5.0,0.0
351370,5.0,0.0
77895,4.0,0.0
98209,5.0,0.0
302873,4.0,0.0
255512,6.0,1.0
370462,4.0,0.0
198990,5.0,0.0
323867,5.0,1.0
281854,5.0,0.0
38452,4.0,0.0
17191,0.0,0.0
393479,5.0,0.0
320378,6.0,0.0
130273,6.0,1.0
117824,3.0,1.0
213441,5.0,1.0
285380,4.0,1.0
417060,4.0,1.0
371947,4.0,1.0
396747,4.0,1.0
222031,4.0,1.0
214919,5.0,1.0
254842,5.0,0.0
242256,4.0,0.0
399039,4.0,0.0
158508,4.0,1.0
103101,5.0,0.0
192455,3.0,0.0
273721,4.0,0.0
142806,6.0,0.0
6493,3.0,1.0
256525,3.0,1.0
348196,6.0,0.0
413432,3.0,0.0
389042,7.0,0.0
58402,4.0,2.0
72557,4.0,0.0
303969,4.0,1.0
244861,4.0,0.0
23639,3.0,1.0
262589,4.0,0.0
122016,5.0,1.0
49254,6.0,1.0
69260,0.0,0.0
175139,0.0,1.0
309689,0.0,0.0
233978,4.0,1.0
54546,4.0,0.0
383473,4.0,0.0
1259,4.0,0.0
54996,5.0,0.0
57106,4.0,1.0
106940,5.0,0.0
164308,6.0,0.0
244202,6.0,0.0
415613,4.0,1.0
373856,4.0,1.0
290416,4.0,0.0
18200,4.0,2.0
348925,4.0,1.0
169234,5.0,0.0
353991,4.0,0.0
264324,6.0,1.0
127559,6.0,0.0
12442,4.0,2.0
304394,6.0,0.0
242254,6.0,1.0
383090,3.0,1.0
205321,4.0,0.0
342057,5.0,1.0
162849,5.0,2.0
163543,3.0,1.0
64669,5.0,1.0
381709,5.0,0.0
124104,4.0,0.0
293366,4.0,1.0
55934,4.0,1.0
393188,4.0,1.0
396278,5.0,0.0
201392,5.0,1.0
212610,4.0,0.0
248400,4.0,0.0
168266,4.0,0.0
358682,0.0,0.0
66212,4.0,0.0
3352,3.0,0.0
316711,4.0,1.0
174562,4.0,1.0
422586,4.0,0.0
74688,4.0,1.0
2515,5.0,0.0
361893,5.0,0.0
77570,6.0,0.0
377230,5.0,0.0
61064,4.0,0.0
287050,3.0,0.0
127254,5.0,2.0
257765,4.0,0.0
5459,4.0,1.0
326226,4.0,0.0
249649,4.0,0.0
53195,5.0,1.0
26150,6.0,0.0
395561,4.0,0.0
283881,4.0,0.0
302827,0.0,1.0
406814,4.0,0.0
209637,4.0,0.0
3281,5.0,0.0
261453,4.0,0.0
386531,4.0,1.0
209638,4.0,0.0
37996,5.0,0.0
76326,4.0,1.0
234091,5.0,1.0
115062,3.0,1.0
197471,0.0,1.0
307820,6.0,1.0
307552,5.0,0.0
418734,6.0,1.0
321244,4.0,1.0
112397,5.0,0.0
215873,5.0,0.0
241081,5.0,1.0
312051,4.0,1.0
66268,6.0,0.0
95641,4.0,0.0
423644,4.0,1.0
26832,5.0,0.0
286934,0.0,1.0
419679,4.0,0.0
220120,0.0,1.0
205909,5.0,0.0
158257,4.0,1.0
387374,4.0,0.0
389325,0.0,1.0
422929,4.0,1.0
265972,4.0,0.0
228075,5.0,0.0
132171,4.0,0.0
303496,4.0,2.0
45393,4.0,0.0
420388,4.0,1.0
406195,4.0,0.0
395143,4.0,1.0
43557,3.0,0.0
7028,6.0,2.0
89272,4.0,0.0
308603,5.0,0.0
148333,6.0,0.0
399570,4.0,1.0
388023,5.0,0.0
107256,3.0,0.0
282038,0.0,0.0
354571,3.0,0.0
298454,4.0,0.0
133807,5.0,0.0
315515,3.0,0.0
382782,5.0,0.0
286899,4.0,2.0
405852,4.0,0.0
147615,3.0,0.0
232626,4.0,1.0
159258,5.0,1.0
152016,6.0,1.0
247260,0.0,0.0
188708,4.0,0.0
34731,5.0,0.0
255195,6.0,1.0
115820,4.0,0.0
113606,5.0,0.0
420632,3.0,1.0
216267,6.0,0.0
20739,4.0,0.0
332715,6.0,0.0
215961,4.0,0.0
278461,4.0,0.0
408946,5.0,0.0
96784,6.0,1.0
144013,6.0,0.0
201949,5.0,0.0
72808,4.0,0.0
24250,4.0,0.0
213334,4.0,1.0
383244,4.0,2.0
240163,4.0,0.0
112079,5.0,0.0
277919,4.0,2.0
340237,3.0,1.0
23021,5.0,0.0
221473,6.0,0.0
392112,0.0,1.0
225477,4.0,0.0
5176,6.0,1.0
283707,0.0,0.0
246183,5.0,1.0
377941,4.0,1.0
84038,5.0,0.0
143004,4.0,0.0
183209,4.0,1.0
325074,4.0,1.0
44331,6.0,1.0
109104,5.0,0.0
138205,3.0,0.0
136974,6.0,0.0
397952,4.0,1.0
306593,5.0,2.0
51874,3.0,1.0
134796,4.0,1.0
294104,4.0,0.0
232661,4.0,0.0
343251,4.0,2.0
15379,6.0,1.0
350256,3.0,1.0
112155,0.0,0.0
310577,5.0,1.0
182574,4.0,0.0
794,6.0,0.0
312026,4.0,0.0
160039,4.0,1.0
304741,4.0,0.0
52216,5.0,0.0
151572,5.0,0.0
172232,3.0,0.0
67123,4.0,1.0
130343,6.0,1.0
48352,3.0,0.0
348198,6.0,0.0
92426,4.0,1.0
391211,4.0,1.0
368975,4.0,1.0
286896,4.0,1.0
346475,3.0,1.0
394115,5.0,1.0
48378,4.0,0.0
102638,6.0,0.0
47404,4.0,0.0
197834,0.0,0.0
127522,4.0,0.0
343790,5.0,0.0
26094,6.0,0.0
259107,6.0,1.0
251350,5.0,0.0
237368,3.0,1.0
83393,6.0,2.0
192663,4.0,1.0
258131,5.0,0.0
118176,5.0,2.0
258386,3.0,0.0
72169,5.0,0.0
295796,0.0,1.0
125132,0.0,0.0
220338,4.0,0.0
54187,4.0,0.0
123111,4.0,0.0
145507,5.0,0.0
106912,4.0,0.0
156014,6.0,0.0
190438,5.0,0.0
64999,4.0,0.0
77318,5.0,1.0
340244,3.0,0.0
322292,4.0,0.0
297797,3.0,0.0
6279,5.0,1.0
207035,6.0,0.0
161395,3.0,0.0
165584,4.0,1.0
94927,4.0,0.0
387126,4.0,1.0
75573,4.0,0.0
60541,4.0,1.0
348006,4.0,1.0
336541,5.0,2.0
290914,4.0,1.0
47171,3.0,0.0
178477,6.0,1.0
214688,6.0,0.0
73204,4.0,0.0
416622,5.0,2.0
273397,3.0,1.0
128794,3.0,1.0
288187,5.0,0.0
52918,3.0,1.0
376239,4.0,0.0
282274,6.0,0.0
332740,5.0,0.0
357459,6.0,1.0
300091,6.0,
269432,5.0,0.0
401369,4.0,0.0
89487,4.0,0.0
138136,4.0,1.0
138824,4.0,0.0
145374,4.0,0.0
250556,5.0,0.0
99762,5.0,1.0
275745,5.0,0.0
201819,4.0,0.0
223638,4.0,0.0
36555,3.0,0.0
129597,0.0,0.0
61490,3.0,1.0
119004,5.0,0.0
354184,6.0,1.0
71850,6.0,0.0
241766,4.0,0.0
400795,6.0,0.0
276394,3.0,1.0
411268,5.0,1.0
323450,4.0,0.0
241203,5.0,0.0
143754,5.0,0.0
368319,0.0,0.0
299937,6.0,0.0
231091,4.0,0.0
217019,4.0,1.0
6119,4.0,0.0
408942,4.0,1.0
120975,5.0,1.0
82484,5.0,0.0
149688,5.0,0.0
143051,6.0,0.0
212443,4.0,0.0
298808,3.0,0.0
215065,3.0,0.0
345639,6.0,0.0
172149,4.0,0.0
26389,3.0,0.0
393606,4.0,1.0
123506,3.0,1.0
31321,5.0,0.0
176006,3.0,2.0
174623,5.0,1.0
248040,3.0,1.0
362905,3.0,1.0
216365,4.0,0.0
112316,4.0,0.0
4841,3.0,0.0
70164,5.0,0.0
267201,4.0,0.0
245892,4.0,0.0
37792,0.0,0.0
312223,4.0,0.0
65050,5.0,0.0
96239,4.0,0.0
338866,4.0,1.0
37515,6.0,0.0
309913,4.0,1.0
346139,5.0,1.0
408566,5.0,0.0
212751,0.0,0.0
312772,5.0,1.0
112950,4.0,0.0
290651,3.0,0.0
363537,4.0,1.0
117915,4.0,0.0
3557,4.0,0.0
407581,4.0,1.0
19400,5.0,0.0
420660,4.0,
30390,6.0,0.0
381909,6.0,1.0
75581,4.0,0.0
49200,5.0,0.0
79545,3.0,1.0
406243,5.0,0.0
194486,4.0,1.0
46107,5.0,2.0
397376,4.0,0.0
276774,7.0,0.0
10719,4.0,0.0
155539,4.0,0.0
116076,5.0,0.0
332949,3.0,0.0
105145,4.0,0.0
71811,5.0,0.0
334027,4.0,0.0
372340,6.0,0.0
200242,4.0,1.0
226067,4.0,0.0
358807,4.0,0.0
17539,4.0,0.0
110652,5.0,0.0
168477,4.0,1.0
71652,4.0,0.0
245733,4.0,0.0
130564,4.0,2.0
10168,4.0,0.0
424139,5.0,1.0
225724,4.0,0.0
175767,4.0,1.0
309296,5.0,0.0
206878,4.0,0.0
183710,6.0,0.0
158391,4.0,0.0
116244,4.0,0.0
172021,4.0,1.0
150760,4.0,0.0
54361,4.0,0.0
170402,6.0,0.0
331853,4.0,0.0
336570,5.0,1.0
29606,6.0,0.0
358566,4.0,0.0
112006,3.0,0.0
23127,4.0,0.0
298459,5.0,0.0
340393,3.0,0.0
196019,5.0,0.0
238484,4.0,0.0
184318,3.0,0.0
389628,4.0,0.0
52345,4.0,1.0
132054,4.0,0.0
248779,3.0,0.0
19501,4.0,1.0
296692,0.0,0.0
192685,5.0,0.0
185775,5.0,0.0
700,0.0,1.0
16805,4.0,0.0
297526,5.0,1.0
144953,3.0,1.0
214305,0.0,0.0
424030,4.0,0.0
188832,4.0,1.0
112892,3.0,0.0
66086,5.0,0.0
115399,0.0,1.0
13147,4.0,0.0
215742,4.0,0.0
123179,4.0,0.0
360303,5.0,1.0
254154,3.0,1.0
103827,5.0,0.0
36476,5.0,0.0
212920,3.0,1.0
54276,5.0,0.0
417058,6.0,0.0
378316,0.0,0.0
171832,5.0,0.0
113054,3.0,1.0
214013,4.0,0.0
352846,4.0,0.0
376028,3.0,0.0
213456,4.0,0.0
286056,4.0,0.0
245070,3.0,0.0
391359,4.0,2.0
310196,3.0,1.0
338851,5.0,0.0
90397,4.0,2.0
407326,4.0,2.0
307291,4.0,0.0
68857,6.0,0.0
20408,4.0,0.0
20953,6.0,0.0
36604,4.0,1.0
53173,4.0,2.0
139107,4.0,0.0
406181,3.0,0.0
180318,4.0,1.0
79373,3.0,0.0
41689,4.0,1.0
421085,4.0,0.0
314154,4.0,0.0
28352,3.0,1.0
201649,3.0,0.0
203395,4.0,0.0
65542,8.0,1.0
217218,6.0,1.0
102932,0.0,0.0
150772,5.0,1.0
414419,3.0,0.0
146186,4.0,0.0
395853,0.0,0.0
418904,6.0,0.0
111401,3.0,1.0
324639,3.0,1.0
346217,0.0,1.0
46161,6.0,0.0
356933,0.0,0.0
296333,5.0,0.0
309201,3.0,0.0
251625,3.0,0.0
207396,3.0,1.0
84409,5.0,0.0
263666,2.0,0.0
21079,4.0,0.0
125912,3.0,0.0
130626,4.0,0.0
172255,3.0,0.0
330622,4.0,0.0
266238,6.0,0.0
48896,4.0,1.0
408945,4.0,1.0
146152,3.0,0.0
225691,3.0,0.0
14249,4.0,1.0
230554,0.0,1.0
3772,4.0,1.0
190193,4.0,1.0
276696,4.0,1.0
396364,6.0,0.0
195362,5.0,1.0
403662,4.0,0.0
139829,6.0,1.0
294159,4.0,0.0
45732,4.0,1.0
368478,6.0,0.0
367678,6.0,0.0
97319,3.0,2.0
264297,3.0,1.0
187681,0.0,
414243,4.0,2.0
266265,4.0,1.0
130372,3.0,0.0
22132,3.0,0.0
368797,2.0,1.0
13998,4.0,1.0
141202,2.0,1.0
6505,5.0,0.0
249129,4.0,1.0
1994,3.0,1.0
15564,3.0,1.0
322422,4.0,0.0
14284,3.0,1.0
245119,5.0,0.0
239394,6.0,0.0
158167,4.0,0.0
79316,4.0,1.0
371069,4.0,1.0
357643,4.0,1.0
226609,3.0,0.0
274376,6.0,0.0
316540,4.0,2.0
85183,4.0,1.0
419413,5.0,0.0
315294,4.0,0.0
358200,3.0,0.0
119195,3.0,0.0
273419,4.0,0.0
416220,4.0,0.0
287121,5.0,0.0
80965,4.0,0.0
175070,3.0,0.0
230541,5.0,1.0
3610,5.0,0.0
161367,3.0,0.0
189253,4.0,1.0
298654,2.0,0.0
410952,5.0,2.0
14444,0.0,0.0
340429,4.0,0.0
171916,4.0,0.0
136761,4.0,0.0
4385,2.0,1.0
415474,0.0,0.0
109859,5.0,0.0
377365,3.0,1.0
225299,5.0,0.0
185396,4.0,0.0
392814,3.0,0.0
306639,4.0,0.0
298800,5.0,0.0
179244,4.0,1.0
254746,4.0,0.0
324416,3.0,0.0
410948,4.0,0.0
14321,3.0,0.0
252214,3.0,0.0
414301,4.0,0.0
167957,3.0,0.0
398460,4.0,0.0
92288,0.0,0.0
88514,5.0,0.0
81979,4.0,1.0
76689,5.0,0.0
70493,3.0,1.0
176498,5.0,0.0
252961,6.0,0.0
33665,4.0,1.0
399966,5.0,1.0
238165,3.0,0.0
343141,5.0,0.0
382649,5.0,0.0
172460,5.0,0.0
78287,5.0,0.0
105403,4.0,0.0
84317,5.0,0.0
324103,3.0,0.0
161122,3.0,1.0
95961,4.0,0.0
198553,4.0,1.0
243486,6.0,0.0
118233,3.0,1.0
114478,3.0,0.0
300029,6.0,0.0
275227,3.0,0.0
320181,4.0,1.0
303932,3.0,0.0
272021,5.0,1.0
81684,4.0,1.0
135625,3.0,0.0
378939,5.0,1.0
5088,4.0,1.0
291454,5.0,1.0
296892,4.0,1.0
114597,3.0,0.0
85681,0.0,0.0
69167,3.0,0.0
363785,3.0,0.0
111912,4.0,1.0
354236,5.0,0.0
31930,5.0,0.0
316773,4.0,0.0
131072,4.0,0.0
61330,4.0,0.0
107059,5.0,0.0
47477,3.0,0.0
301823,4.0,0.0
113687,3.0,0.0
88954,3.0,0.0
74294,4.0,0.0
48322,0.0,0.0
386395,4.0,0.0
203317,3.0,1.0
112404,3.0,0.0
145322,4.0,1.0
331284,3.0,0.0
164819,4.0,0.0
88472,5.0,1.0
99971,4.0,1.0
234975,3.0,0.0
23545,5.0,0.0
3153,3.0,1.0
16276,6.0,1.0
54280,4.0,0.0
292382,6.0,0.0
70301,3.0,0.0
192024,4.0,0.0
391645,6.0,1.0
46930,4.0,0.0
273415,5.0,1.0
311458,4.0,0.0
169145,6.0,0.0
25556,3.0,1.0
148922,0.0,0.0
30267,6.0,0.0
272041,5.0,0.0
104127,3.0,0.0
237232,5.0,0.0
28545,3.0,1.0
321220,7.0,1.0
352049,4.0,1.0
157920,3.0,1.0
204802,5.0,1.0
293546,5.0,0.0
65271,5.0,0.0
214229,3.0,1.0
215578,2.0,1.0
149358,3.0,0.0
297320,4.0,0.0
155281,4.0,1.0
93649,5.0,1.0
202531,4.0,1.0
83125,4.0,1.0
375672,3.0,0.0
244960,3.0,1.0
356819,5.0,0.0
314540,3.0,1.0
218203,0.0,0.0
46870,5.0,0.0
313032,6.0,0.0
149910,3.0,1.0
345860,3.0,0.0
93462,3.0,0.0
273483,6.0,1.0
160021,4.0,1.0
4587,0.0,1.0
333341,3.0,0.0
47812,5.0,0.0
202808,4.0,1.0
371441,4.0,0.0
169288,6.0,0.0
81888,0.0,0.0
373213,3.0,0.0
174445,3.0,0.0
104000,4.0,1.0
123269,0.0,0.0
208351,4.0,0.0
267388,5.0,0.0
313851,6.0,1.0
303006,5.0,0.0
385968,4.0,0.0
349143,4.0,0.0
13788,3.0,1.0
29114,4.0,1.0
421218,4.0,1.0
333190,4.0,0.0
155820,4.0,0.0
307031,4.0,0.0
356475,4.0,0.0
391040,5.0,0.0
134126,4.0,0.0
333117,4.0,1.0
218857,3.0,1.0
35532,4.0,1.0
202417,4.0,0.0
300157,4.0,0.0
350326,4.0,0.0
172801,6.0,0.0
281963,4.0,0.0
140153,4.0,0.0
386924,4.0,1.0
338207,7.0,0.0
133737,3.0,0.0
284782,3.0,1.0
61815,3.0,1.0
423551,4.0,0.0
201713,3.0,1.0
289110,4.0,0.0
257325,4.0,2.0
75724,6.0,0.0
86194,2.0,1.0
265930,4.0,0.0
253756,3.0,0.0
247315,5.0,0.0
190030,3.0,1.0
21862,3.0,0.0
352679,4.0,0.0
375756,3.0,1.0
385537,3.0,0.0
173585,5.0,1.0
231146,3.0,1.0
385372,3.0,0.0
261640,3.0,1.0
103000,5.0,0.0
133589,4.0,2.0
311533,4.0,1.0
120859,4.0,0.0
194810,4.0,0.0
11198,6.0,0.0
106141,5.0,0.0
399274,6.0,0.0
233201,3.0,0.0
71742,5.0,0.0
198794,5.0,2.0
245519,4.0,0.0
99593,6.0,0.0
416325,5.0,0.0
214585,2.0,0.0
391547,3.0,0.0
9572,4.0,0.0
261693,3.0,0.0
375765,3.0,0.0
287212,4.0,0.0
308812,3.0,0.0
18083,4.0,2.0
392557,0.0,0.0
318100,3.0,0.0
121733,4.0,0.0
206087,5.0,0.0
404083,4.0,0.0
390072,4.0,0.0
385029,5.0,0.0
95911,3.0,0.0
106481,5.0,1.0
94350,4.0,0.0
304161,3.0,0.0
162243,4.0,0.0
415126,4.0,1.0
385371,3.0,1.0
286796,5.0,1.0
397698,6.0,0.0
374567,0.0,0.0
107,4.0,1.0
259889,6.0,0.0
7537,3.0,0.0
