movieId,rating
1,3.959322693655119
2,3.2683982683982684
3,3.1868613138686133
4,3.0
5,3.143835616438356
6,3.8365079365079366
7,3.3814285714285712
8,3.3525641025641026
9,3.017326732673267
10,3.4270025839793283
11,3.7121380846325165
12,2.6616915422885574
13,3.2371794871794872
14,3.4126506024096384
15,2.710691823899371
16,3.849066390041494
17,3.95
18,3.3223443223443225
19,2.587055606198724
20,2.8714285714285714
21,3.6287208366854387
22,3.3613678373382623
23,3.1737089201877935
24,3.1568396226415096
25,3.702925045703839
26,3.6
27,3.3131868131868134
28,4.054545454545455
29,4.004464285714286
30,3.6339285714285716
31,3.3137044967880085
32,3.9046280276816607
33,3.0
34,3.64728453364817
35,3.7066666666666666
36,3.925138632162662
37,3.2777777777777777
38,2.7941176470588234
39,3.4120111731843576
40,3.7
41,3.8072289156626504
42,3.173076923076923
43,3.479020979020979
44,2.6798892988929888
45,3.4365904365904365
46,3.2916666666666665
47,4.078090138331103
48,2.9444444444444446
49,3.227272727272727
50,4.370481927710843
51,1.75
52,3.547227926078029
53,4.0
54,2.9285714285714284
55,3.2454545454545456
56,1.5
57,3.4774436090225564
58,3.9876923076923076
59,3.0
60,3.096989966555184
61,3.427480916030534
62,3.7620423892100194
63,2.8157894736842106
64,2.827777777777778
65,2.4078947368421053
66,2.1297709923664123
67,3.6
68,3.4705882352941178
69,3.6125541125541125
70,3.2202898550724637
71,2.3981481481481484
72,3.3970588235294117
73,3.789808917197452
74,3.3535911602209945
75,2.4166666666666665
76,3.08
77,3.4615384615384617
78,3.1641791044776117
79,3.2263513513513513
80,3.8181818181818183
81,3.2151515151515153
82,3.949324324324324
83,3.4827586206896552
84,3.269230769230769
85,3.546979865771812
86,3.47972972972973
87,2.4722222222222223
88,3.0177865612648223
89,3.2658227848101267
90,3.4615384615384617
92,2.792682926829268
93,2.4313725490196076
94,3.5821917808219177
95,3.1251063829787236
96,3.6
97,3.98989898989899
99,3.1363636363636362
100,3.190582959641256
101,3.7937219730941703
102,2.4285714285714284
103,3.0816326530612246
104,3.384498480243161
105,3.2954545454545454
106,3.7
107,3.2229299363057327
108,4.0
109,1.5
110,4.038227938549482
111,4.119331742243436
112,3.3740031897926634
113,3.0462962962962963
114,3.4615384615384617
116,4.22093023255814
117,3.7037037037037037
118,2.9152542372881354
119,2.5
120,3.0833333333333335
121,3.761904761904762
122,2.8010471204188483
123,3.824324324324324
124,4.021739130434782
125,3.816901408450704
126,2.1714285714285713
127,3.0
128,3.375
129,3.5454545454545454
130,3.5
131,3.3
132,2.668181818181818
133,2.0
134,5.0
135,3.046376811594203
136,3.0
137,4.0
138,3.25
139,3.0
140,3.423954372623574
141,3.499566724436742
142,3.0
144,3.5529661016949152
145,3.223993288590604
146,2.409090909090909
147,3.590909090909091
148,2.840909090909091
149,3.8620689655172415
150,3.8672372611464967
151,3.514388489208633
152,3.2083333333333335
153,2.9210987726475746
154,3.7947976878612715
